plan_name,receptor_id,time_days,concentration_mg_L
random_00_two_well_barrier,R005,3842.1052631578946,0.0014887507608719094
random_00_two_well_barrier,R005,4034.2105263157896,0.0022851389610120676
random_00_two_well_barrier,R005,4226.315789473684,0.0034810714035834545
random_00_two_well_barrier,R005,4418.421052631579,0.005277272322968097
random_00_two_well_barrier,R005,4610.526315789473,0.0076642240785402375
random_00_two_well_barrier,R005,4802.631578947368,0.010725386777248852
random_00_two_well_barrier,R005,4994.736842105263,0.014536375842842437
random_00_two_well_barrier,R005,5186.842105263158,0.019147371742319882
random_00_two_well_barrier,R005,5378.9473684210525,0.02459241143012785
random_00_two_well_barrier,R005,5571.0526315789475,0.030883706572221618
random_00_two_well_barrier,R005,5763.157894736842,0.03800847966155226
random_00_two_well_barrier,R005,5955.263157894737,0.045927674879031335
random_00_two_well_barrier,R005,6147.368421052632,0.054572050106897634
random_00_two_well_barrier,R005,6339.473684210527,0.0638367963029974
random_00_two_well_barrier,R005,6531.578947368422,0.07359212905111165
random_00_two_well_barrier,R005,6723.684210526316,0.0836834746244287
random_00_two_well_barrier,R005,6915.78947368421,0.09393726404041851
random_00_two_well_barrier,R005,7107.894736842105,0.10416714012812425
random_00_two_well_barrier,R005,7300.0,0.11418218942297996
random_00_two_well_barrier,R006,3650.0,0.004815550392235047
random_00_two_well_barrier,R006,3842.1052631578946,0.00825582978172255
random_00_two_well_barrier,R006,4034.2105263157896,0.011891340664234216
random_00_two_well_barrier,R006,4226.315789473684,0.017238399849783287
random_00_two_well_barrier,R006,4418.421052631579,0.025181616146519214
random_00_two_well_barrier,R006,4610.526315789473,0.035353575917802416
random_00_two_well_barrier,R006,4802.631578947368,0.047959767104714335
random_00_two_well_barrier,R006,4994.736842105263,0.06314539894694704
random_00_two_well_barrier,R006,5186.842105263158,0.08099525890114828
random_00_two_well_barrier,R006,5378.9473684210525,0.10149009715586084
random_00_two_well_barrier,R006,5571.0526315789475,0.12454284362971473
random_00_two_well_barrier,R006,5763.157894736842,0.1499761215993976
random_00_two_well_barrier,R006,5955.263157894737,0.17751556756246134
random_00_two_well_barrier,R006,6147.368421052632,0.20679285053881893
random_00_two_well_barrier,R006,6339.473684210527,0.2373373818292511
random_00_two_well_barrier,R006,6531.578947368422,0.26860132321448865
random_00_two_well_barrier,R006,6723.684210526316,0.2999889511665687
random_00_two_well_barrier,R006,6915.78947368421,0.3308786188646873
random_00_two_well_barrier,R006,7107.894736842105,0.36065156102961055
random_00_two_well_barrier,R006,7300.0,0.38870584364818694
random_00_two_well_barrier,R007,3650.0,4.100717500680762e-06
random_00_two_well_barrier,R007,3842.1052631578946,9.74481086910219e-06
random_00_two_well_barrier,R007,4034.2105263157896,1.8397776745505664e-05
random_00_two_well_barrier,R007,4226.315789473684,3.4345235389789824e-05
random_00_two_well_barrier,R007,4418.421052631579,6.336760745233013e-05
random_00_two_well_barrier,R007,4610.526315789473,0.00010974019880951315
random_00_two_well_barrier,R007,4802.631578947368,0.0001799764608996041
random_00_two_well_barrier,R007,4994.736842105263,0.00028165570912950285
random_00_two_well_barrier,R007,5186.842105263158,0.00042305311716984387
random_00_two_well_barrier,R007,5378.9473684210525,0.0006125641069561592
random_00_two_well_barrier,R007,5571.0526315789475,0.0008586673529036559
random_00_two_well_barrier,R007,5763.157894736842,0.0011694053742790222
random_00_two_well_barrier,R007,5955.263157894737,0.0015519842630883885
random_00_two_well_barrier,R007,6147.368421052632,0.0020128239008750295
random_00_two_well_barrier,R007,6339.473684210527,0.002555991025200932
random_00_two_well_barrier,R007,6531.578947368422,0.0031837534645473473
random_00_two_well_barrier,R007,6723.684210526316,0.00389618914707856
random_00_two_well_barrier,R007,6915.78947368421,0.004690832951911758
random_00_two_well_barrier,R007,7107.894736842105,0.005562606254096492
random_00_two_well_barrier,R007,7300.0,0.0065038217396539075
random_00_two_well_barrier,R008,3650.0,3.6498722123634003e-17
random_00_two_well_barrier,R008,3842.1052631578946,3.8805381464136684e-16
random_00_two_well_barrier,R008,4034.2105263157896,2.6377134381785645e-15
random_00_two_well_barrier,R008,4226.315789473684,1.5838440573664168e-14
random_00_two_well_barrier,R008,4418.421052631579,8.359444517887748e-14
random_00_two_well_barrier,R008,4610.526315789473,3.7150977999253166e-13
random_00_two_well_barrier,R008,4802.631578947368,1.433555830421143e-12
random_00_two_well_barrier,R008,4994.736842105263,4.881742524747949e-12
random_00_two_well_barrier,R008,5186.842105263158,1.4854337111668328e-11
random_00_two_well_barrier,R008,5378.9473684210525,4.098456972865505e-11
random_00_two_well_barrier,R008,5571.0526315789475,1.0377726200925655e-10
random_00_two_well_barrier,R008,5763.157894736842,2.4358357653487054e-10
random_00_two_well_barrier,R008,5955.263157894737,5.361184110976485e-10
random_00_two_well_barrier,R008,6147.368421052632,1.1100937697221975e-09
random_00_two_well_barrier,R008,6339.473684210527,2.1758230286857482e-09
random_00_two_well_barrier,R008,6531.578947368422,4.059328318554854e-09
random_00_two_well_barrier,R008,6723.684210526316,7.243083708692649e-09
random_00_two_well_barrier,R008,6915.78947368421,1.2417605822970876e-08
random_00_two_well_barrier,R008,7107.894736842105,2.053553106924132e-08
random_00_two_well_barrier,R008,7300.0,3.2825933499017094e-08
random_00_two_well_barrier,R009,3650.0,5.7705582708001e-07
random_00_two_well_barrier,R009,3842.1052631578946,1.8984648356944266e-06
random_00_two_well_barrier,R009,4034.2105263157896,4.569896538574522e-06
random_00_two_well_barrier,R009,4226.315789473684,1.0844762986812856e-05
random_00_two_well_barrier,R009,4418.421052631579,2.5199589473180063e-05
random_00_two_well_barrier,R009,4610.526315789473,5.363341466918265e-05
random_00_two_well_barrier,R009,4802.631578947368,0.00010589305194938559
random_00_two_well_barrier,R009,4994.736842105263,0.00019595633423572135
random_00_two_well_barrier,R009,5186.842105263158,0.000343249949617072
random_00_two_well_barrier,R009,5378.9473684210525,0.0005719247472331879
random_00_two_well_barrier,R009,5571.0526315789475,0.0009119096175126385
random_00_two_well_barrier,R009,5763.157894736842,0.0013984190141520623
random_00_two_well_barrier,R009,5955.263157894737,0.0020713242079347305
random_00_two_well_barrier,R009,6147.368421052632,0.0029748803435823996
random_00_two_well_barrier,R009,6339.473684210527,0.004155794049686018
random_00_two_well_barrier,R009,6531.578947368422,0.005659794222030395
random_00_two_well_barrier,R009,6723.684210526316,0.007532483551637746
random_00_two_well_barrier,R009,6915.78947368421,0.009816448655185469
random_00_two_well_barrier,R009,7107.894736842105,0.012549200190309404
random_00_two_well_barrier,R009,7300.0,0.01576365569352183
random_00_two_well_barrier,R010,3650.0,3.2447498725742838e-06
random_00_two_well_barrier,R010,3842.1052631578946,1.0126220168283955e-05
random_00_two_well_barrier,R010,4034.2105263157896,2.2405448394639452e-05
random_00_two_well_barrier,R010,4226.315789473684,5.019886319911105e-05
random_00_two_well_barrier,R010,4418.421052631579,0.00011253206584737275
random_00_two_well_barrier,R010,4610.526315789473,0.00023168475761785727
random_00_two_well_barrier,R010,4802.631578947368,0.0004435558562586427
random_00_two_well_barrier,R010,4994.736842105263,0.0007975756961569179
random_00_two_well_barrier,R010,5186.842105263158,0.00135808974665447
random_00_two_well_barrier,R010,5378.9473684210525,0.0022071074111994346
random_00_two_well_barrier,R010,5571.0526315789475,0.0034375773546185527
random_00_two_well_barrier,R010,5763.157894736842,0.005156334883151368
random_00_two_well_barrier,R010,5955.263157894737,0.007479757302092758
random_00_two_well_barrier,R010,6147.368421052632,0.010529900218885908
random_00_two_well_barrier,R010,6339.473684210527,0.014432513930313669
random_00_two_well_barrier,R010,6531.578947368422,0.019309205078198957
random_00_two_well_barrier,R010,6723.684210526316,0.025266311479638134
random_00_two_well_barrier,R010,6915.78947368421,0.0323985981800005
random_00_two_well_barrier,R010,7107.894736842105,0.04078025416682031
random_00_two_well_barrier,R010,7300.0,0.05045954718491809
random_00_two_well_barrier,R011,3650.0,3.273061174735722e-09
random_00_two_well_barrier,R011,3842.1052631578946,1.4296013473463919e-08
random_00_two_well_barrier,R011,4034.2105263157896,4.1730477231680214e-08
random_00_two_well_barrier,R011,4226.315789473684,1.2135738194342813e-07
random_00_two_well_barrier,R011,4418.421052631579,3.456413244905263e-07
random_00_two_well_barrier,R011,4610.526315789473,8.821977054741313e-07
random_00_two_well_barrier,R011,4802.631578947368,2.0508934078728946e-06
random_00_two_well_barrier,R011,4994.736842105263,4.3996252100386865e-06
random_00_two_well_barrier,R011,5186.842105263158,8.810399763173375e-06
random_00_two_well_barrier,R011,5378.9473684210525,1.6614238439284654e-05
random_00_two_well_barrier,R011,5571.0526315789475,2.967101493396521e-05
random_00_two_well_barrier,R011,5763.157894736842,5.050182232430358e-05
random_00_two_well_barrier,R011,5955.263157894737,8.236188503166104e-05
random_00_two_well_barrier,R011,6147.368421052632,0.00012928980317605037
random_00_two_well_barrier,R011,6339.473684210527,0.00019624259984672154
random_00_two_well_barrier,R011,6531.578947368422,0.0002887889668473678
random_00_two_well_barrier,R011,6723.684210526316,0.0004131557679237163
random_00_two_well_barrier,R011,6915.78947368421,0.0005761272965486191
random_00_two_well_barrier,R011,7107.894736842105,0.0007848283814619996
random_00_two_well_barrier,R011,7300.0,0.0010465513323371612
random_00_two_well_barrier,R012,3650.0,3.3710466013721717e-20
random_00_two_well_barrier,R012,3842.1052631578946,6.72351593585497e-19
random_00_two_well_barrier,R012,4034.2105263157896,7.264292259657645e-18
random_00_two_well_barrier,R012,4226.315789473684,6.952820056130578e-17
random_00_two_well_barrier,R012,4418.421052631579,5.74401322384542e-16
random_00_two_well_barrier,R012,4610.526315789473,3.805379349673745e-15
random_00_two_well_barrier,R012,4802.631578947368,2.0901640399564476e-14
random_00_two_well_barrier,R012,4994.736842105263,9.879981929290997e-14
random_00_two_well_barrier,R012,5186.842105263158,4.053809474477344e-13
random_00_two_well_barrier,R012,5378.9473684210525,1.4680532889728065e-12
random_00_two_well_barrier,R012,5571.0526315789475,4.76799701129743e-12
random_00_two_well_barrier,R012,5763.157894736842,1.4072141475274192e-11
random_00_two_well_barrier,R012,5955.263157894737,3.8199014548313976e-11
random_00_two_well_barrier,R012,6147.368421052632,9.648231462834127e-11
random_00_two_well_barrier,R012,6339.473684210527,2.2743761853396197e-10
random_00_two_well_barrier,R012,6531.578947368422,5.039942458546298e-10
random_00_two_well_barrier,R012,6723.684210526316,1.0563599082959102e-09
random_00_two_well_barrier,R012,6915.78947368421,2.105366316005906e-09
random_00_two_well_barrier,R012,7107.894736842105,4.01370083029461e-09
random_00_two_well_barrier,R012,7300.0,7.3426782955743356e-09
random_00_two_well_barrier,R013,3650.0,4.011918622182749e-13
random_00_two_well_barrier,R013,3842.1052631578946,4.0450612339803595e-12
random_00_two_well_barrier,R013,4034.2105263157896,1.5204711698740264e-11
random_00_two_well_barrier,R013,4226.315789473684,7.250811620859202e-11
random_00_two_well_barrier,R013,4418.421052631579,3.8997320472318903e-10
random_00_two_well_barrier,R013,4610.526315789473,1.7508059379175517e-09
random_00_two_well_barrier,R013,4802.631578947368,6.748886920584556e-09
random_00_two_well_barrier,R013,4994.736842105263,2.283809096300888e-08
random_00_two_well_barrier,R013,5186.842105263158,6.906761322387914e-08
random_00_two_well_barrier,R013,5378.9473684210525,1.9038194552090735e-07
random_00_two_well_barrier,R013,5571.0526315789475,4.809194265931987e-07
random_00_two_well_barrier,R013,5763.157894736842,1.1247879966910602e-06
random_00_two_well_barrier,R013,5955.263157894737,2.457599114514987e-06
random_00_two_well_barrier,R013,6147.368421052632,5.054403976110786e-06
random_00_two_well_barrier,R013,6339.473684210527,9.854959384822454e-06
random_00_two_well_barrier,R013,6531.578947368422,1.8325211687791785e-05
random_00_two_well_barrier,R013,6723.684210526316,3.2594713606879595e-05
random_00_two_well_barrier,R013,6915.78947368421,5.569472643069331e-05
random_00_two_well_barrier,R013,7107.894736842105,9.176336928898398e-05
random_00_two_well_barrier,R013,7300.0,0.00014626104506619455
random_00_two_well_barrier,R014,3650.0,2.2319096574280683e-12
random_00_two_well_barrier,R014,3842.1052631578946,2.1308263793273372e-11
random_00_two_well_barrier,R014,4034.2105263157896,6.419850494929929e-11
random_00_two_well_barrier,R014,4226.315789473684,2.830854138372499e-10
random_00_two_well_barrier,R014,4418.421052631579,1.4701655467808446e-09
random_00_two_well_barrier,R014,4610.526315789473,6.40712874944431e-09
random_00_two_well_barrier,R014,4802.631578947368,2.426924271820967e-08
random_00_two_well_barrier,R014,4994.736842105263,8.066691057531565e-08
random_00_two_well_barrier,R014,5186.842105263158,2.3949199855215783e-07
random_00_two_well_barrier,R014,5378.9473684210525,6.447433377263523e-07
random_00_two_well_barrier,R014,5571.0526315789475,1.5934450107293412e-06
random_00_two_well_barrier,R014,5763.157894736842,3.656642327429592e-06
random_00_two_well_barrier,R014,5955.263157894737,7.864058909981666e-06
random_00_two_well_barrier,R014,6147.368421052632,1.5921957838919717e-05
random_00_two_well_barrier,R014,6339.473684210527,3.054694964050092e-05
random_00_two_well_barrier,R014,6531.578947368422,5.584453461053731e-05
random_00_two_well_barrier,R014,6723.684210526316,9.775005001065572e-05
random_00_two_well_barrier,R014,6915.78947368421,0.0001646658380277053
random_00_two_well_barrier,R014,7107.894736842105,0.0002676931197602474
random_00_two_well_barrier,R014,7300.0,0.00042112470810127135
random_00_two_well_barrier,R015,3650.0,2.3743664717398625e-15
random_00_two_well_barrier,R015,3842.1052631578946,3.2010012062499555e-14
random_00_two_well_barrier,R015,4034.2105263157896,1.2755033523267314e-13
random_00_two_well_barrier,R015,4226.315789473684,7.294873959181463e-13
random_00_two_well_barrier,R015,4418.421052631579,4.842651435594502e-12
random_00_two_well_barrier,R015,4610.526315789473,2.6678862220605658e-11
random_00_two_well_barrier,R015,4802.631578947368,1.2350246579821133e-10
random_00_two_well_barrier,R015,4994.736842105263,4.921235140024487e-10
random_00_two_well_barrier,R015,5186.842105263158,1.7242277500063433e-09
random_00_two_well_barrier,R015,5378.9473684210525,5.403617965053655e-09
random_00_two_well_barrier,R015,5571.0526315789475,1.53843080298668e-08
random_00_two_well_barrier,R015,5763.157894736842,4.0330690298834646e-08
random_00_two_well_barrier,R015,5955.263157894737,9.783308369297507e-08
random_00_two_well_barrier,R015,6147.368421052632,2.2154618458432877e-07
random_00_two_well_barrier,R015,6339.473684210527,4.7185479946447213e-07
random_00_two_well_barrier,R015,6531.578947368422,9.512125399820701e-07
random_00_two_well_barrier,R015,6723.684210526316,1.8275383935485749e-06
random_00_two_well_barrier,R015,6915.78947368421,3.358533258367393e-06
random_00_two_well_barrier,R015,7107.894736842105,5.923085797569976e-06
random_00_two_well_barrier,R015,7300.0,1.0062139253347553e-05
random_00_two_well_barrier,R016,3650.0,2.606194954985714e-26
random_00_two_well_barrier,R016,3842.1052631578946,1.622591030783272e-24
random_00_two_well_barrier,R016,4034.2105263157896,2.4966579821495847e-23
random_00_two_well_barrier,R016,4226.315789473684,4.957900419906376e-22
random_00_two_well_barrier,R016,4418.421052631579,9.744249516815687e-21
random_00_two_well_barrier,R016,4610.526315789473,1.3980014886607698e-19
random_00_two_well_barrier,R016,4802.631578947368,1.5382655606698048e-18
random_00_two_well_barrier,R016,4994.736842105263,1.380106076325922e-17
random_00_two_well_barrier,R016,5186.842105263158,1.0054559206239783e-16
random_00_two_well_barrier,R016,5378.9473684210525,6.128957076569456e-16
random_00_two_well_barrier,R016,5571.0526315789475,3.2009505002154426e-15
random_00_two_well_barrier,R016,5763.157894736842,1.460209287144514e-14
random_00_two_well_barrier,R016,5955.263157894737,5.939763091406381e-14
random_00_two_well_barrier,R016,6147.368421052632,2.1814601817856863e-13
random_00_two_well_barrier,R016,6339.473684210527,7.267948099365085e-13
random_00_two_well_barrier,R016,6531.578947368422,2.220152494349865e-12
random_00_two_well_barrier,R016,6723.684210526316,6.274304719474261e-12
random_00_two_well_barrier,R016,6915.78947368421,1.6531059353750827e-11
random_00_two_well_barrier,R016,7107.894736842105,4.102819233012133e-11
random_00_two_well_barrier,R016,7300.0,9.609448119650174e-11
random_00_two_well_barrier,R017,3650.0,5.99676280249641e-24
random_00_two_well_barrier,R017,3842.1052631578946,3.9211512856661358e-22
random_00_two_well_barrier,R017,4034.2105263157896,6.186041748502183e-21
random_00_two_well_barrier,R017,4226.315789473684,1.2702189755272813e-19
random_00_two_well_barrier,R017,4418.421052631579,2.594098329520211e-18
random_00_two_well_barrier,R017,4610.526315789473,3.85071922547701e-17
random_00_two_well_barrier,R017,4802.631578947368,4.362641917793992e-16
random_00_two_well_barrier,R017,4994.736842105263,4.020861090459177e-15
random_00_two_well_barrier,R017,5186.842105263158,3.0058915609722515e-14
random_00_two_well_barrier,R017,5378.9473684210525,1.875120093439969e-13
random_00_two_well_barrier,R017,5571.0526315789475,9.999142587478598e-13
random_00_two_well_barrier,R017,5763.157894736842,4.648180660574585e-12
random_00_two_well_barrier,R017,5955.263157894737,1.9214039547535058e-11
random_00_two_well_barrier,R017,6147.368421052632,7.170539669464037e-11
random_00_two_well_barrier,R017,6339.473684210527,2.4239068625899637e-10
random_00_two_well_barrier,R017,6531.578947368422,7.502642640184194e-10
random_00_two_well_barrier,R017,6723.684210526316,2.1459522897890678e-09
random_00_two_well_barrier,R017,6915.78947368421,5.716510436882463e-09
random_00_two_well_barrier,R017,7107.894736842105,1.432587658078911e-08
random_00_two_well_barrier,R017,7300.0,3.387086819407538e-08
random_00_two_well_barrier,R018,3650.0,3.3291561735000844e-23
random_00_two_well_barrier,R018,3842.1052631578946,2.0607302883402204e-21
random_00_two_well_barrier,R018,4034.2105263157896,2.5149562901229014e-20
random_00_two_well_barrier,R018,4226.315789473684,4.451732978426428e-19
random_00_two_well_barrier,R018,4418.421052631579,9.188814237683201e-18
random_00_two_well_barrier,R018,4610.526315789473,1.3605313425378384e-16
random_00_two_well_barrier,R018,4802.631578947368,1.5270002487106383e-15
random_00_two_well_barrier,R018,4994.736842105263,1.3547994919631305e-14
random_00_two_well_barrier,R018,5186.842105263158,9.822295452465255e-14
random_00_two_well_barrier,R018,5378.9473684210525,6.065386050193453e-13
random_00_two_well_barrier,R018,5571.0526315789475,3.204753535356782e-12
random_00_two_well_barrier,R018,5763.157894736842,1.4729552447881276e-11
random_00_two_well_barrier,R018,5955.263157894737,5.990720842273956e-11
random_00_two_well_barrier,R018,6147.368421052632,2.1868105977213374e-10
random_00_two_well_barrier,R018,6339.473684210527,7.26098069352425e-10
random_00_two_well_barrier,R018,6531.578947368422,2.223438395740309e-09
random_00_two_well_barrier,R018,6723.684210526316,6.287604625828435e-09
random_00_two_well_barrier,R018,6915.78947368421,1.6553870990919922e-08
random_00_two_well_barrier,R018,7107.894736842105,4.0858751929091294e-08
random_00_two_well_barrier,R018,7300.0,9.511539375010232e-08
random_00_two_well_barrier,R019,3650.0,3.583312338080874e-26
random_00_two_well_barrier,R019,3842.1052631578946,3.1342781422010286e-24
random_00_two_well_barrier,R019,4034.2105263157896,5.244958804831211e-23
random_00_two_well_barrier,R019,4226.315789473684,1.2518658650091923e-21
random_00_two_well_barrier,R019,4418.421052631579,3.269349360459617e-20
random_00_two_well_barrier,R019,4610.526315789473,6.002210677330353e-19
random_00_two_well_barrier,R019,4802.631578947368,8.199712763661036e-18
random_00_two_well_barrier,R019,4994.736842105263,8.709452320885174e-17
random_00_two_well_barrier,R019,5186.842105263158,7.559963812053094e-16
random_00_two_well_barrier,R019,5378.9473684210525,5.451788803549999e-15
random_00_two_well_barrier,R019,5571.0526315789475,3.3106237185118416e-14
random_00_two_well_barrier,R019,5763.157894736842,1.731208369807779e-13
random_00_two_well_barrier,R019,5955.263157894737,7.938921549172958e-13
random_00_two_well_barrier,R019,6147.368421052632,3.2411854878092545e-12
random_00_two_well_barrier,R019,6339.473684210527,1.204033230871309e-11
random_00_two_well_barrier,R019,6531.578947368422,4.0665270495303786e-11
random_00_two_well_barrier,R019,6723.684210526316,1.260778606875434e-10
random_00_two_well_barrier,R019,6915.78947368421,3.6195901972088733e-10
random_00_two_well_barrier,R019,7107.894736842105,9.694387961508519e-10
random_00_two_well_barrier,R019,7300.0,2.44180297255683e-09
random_00_two_well_barrier,R020,3650.0,4.058692395557024e-37
random_00_two_well_barrier,R020,3842.1052631578946,1.6282719455010103e-34
random_00_two_well_barrier,R020,4034.2105263157896,1.1134408188843453e-32
random_00_two_well_barrier,R020,4226.315789473684,9.977402053454161e-31
random_00_two_well_barrier,R020,4418.421052631579,7.328752983927325e-29
random_00_two_well_barrier,R020,4610.526315789473,3.6487732920877295e-27
random_00_two_well_barrier,R020,4802.631578947368,1.2346483732680258e-25
random_00_two_well_barrier,R020,4994.736842105263,2.9434309454891254e-24
random_00_two_well_barrier,R020,5186.842105263158,5.2200900325114135e-23
random_00_two_well_barrier,R020,5378.9473684210525,7.178695898902252e-22
random_00_two_well_barrier,R020,5571.0526315789475,7.92280981767854e-21
random_00_two_well_barrier,R020,5763.157894736842,7.390373094357413e-20
random_00_two_well_barrier,R020,5955.263157894737,5.746995316227635e-19
random_00_two_well_barrier,R020,6147.368421052632,3.812368556849638e-18
random_00_two_well_barrier,R020,6339.473684210527,2.1978537520965082e-17
random_00_two_well_barrier,R020,6531.578947368422,1.1182600378164551e-16
random_00_two_well_barrier,R020,6723.684210526316,5.115665589082819e-16
random_00_two_well_barrier,R020,6915.78947368421,2.125932919396671e-15
random_00_two_well_barrier,R020,7107.894736842105,8.038121426912583e-15
random_00_two_well_barrier,R020,7300.0,2.7910389430571926e-14
random_00_two_well_barrier,R021,3650.0,2.1608934133582524e-41
random_00_two_well_barrier,R021,3842.1052631578946,2.451101111743546e-38
random_00_two_well_barrier,R021,4034.2105263157896,6.368093964339755e-36
random_00_two_well_barrier,R021,4226.315789473684,1.3569844093496033e-33
random_00_two_well_barrier,R021,4418.421052631579,2.114007264606699e-31
random_00_two_well_barrier,R021,4610.526315789473,1.9234887370970183e-29
random_00_two_well_barrier,R021,4802.631578947368,1.1163224829918666e-27
random_00_two_well_barrier,R021,4994.736842105263,4.416312224741499e-26
random_00_two_well_barrier,R021,5186.842105263158,1.3242893581279416e-24
random_00_two_well_barrier,R021,5378.9473684210525,2.926410946361485e-23
random_00_two_well_barrier,R021,5571.0526315789475,4.940847604147405e-22
random_00_two_well_barrier,R021,5763.157894736842,6.610929339592626e-21
random_00_two_well_barrier,R021,5955.263157894737,7.215754864462207e-20
random_00_two_well_barrier,R021,6147.368421052632,6.622684846505346e-19
random_00_two_well_barrier,R021,6339.473684210527,5.2607531767559666e-18
