well_id,x,y,z,time_days,time_years,concentration_clean_mg_L,concentration_observed_mg_L,above_detection_limit
W02,380.0,230.0,221.24761904761903,2117.0,5.8,0.005409673076521148,0.005518256532078364,True
W02,380.0,230.0,221.24761904761903,2190.0,6.0,0.007405060759861188,0.006578257195359059,True
W02,380.0,230.0,221.24761904761903,2263.0,6.2,0.009863561634024612,0.006821330931396883,True
W02,380.0,230.0,221.24761904761903,2336.0,6.4,0.012829907213170186,0.012184050095628347,True
W02,380.0,230.0,221.24761904761903,2409.0,6.6,0.016344388089103903,0.018115646048269537,True
W02,380.0,230.0,221.24761904761903,2482.0,6.8,0.020442615224942166,0.022835022230428458,True
W02,380.0,230.0,221.24761904761903,2555.0,7.0,0.025154990972957154,0.027815754862428575,True
W02,380.0,230.0,221.24761904761903,2628.0,7.2,0.03050612218853343,0.027620060497950606,True
W02,380.0,230.0,221.24761904761903,2701.0,7.4,0.03651477426695663,0.03623913174313925,True
W02,380.0,230.0,221.24761904761903,2774.0,7.6,0.04319425013884987,0.04259210820055338,True
W02,380.0,230.0,221.24761904761903,2847.0,7.8,0.05055253662837251,0.047551908975327024,True
W02,380.0,230.0,221.24761904761903,2920.0,8.0,0.05859211686271839,0.06368499411031261,True
W03,460.0,240.0,221.29999999999998,1095.0,3.0,5.152892150148415e-31,5.3279940638812314e-05,False
W03,460.0,240.0,221.29999999999998,1168.0,3.2,1.5446418484428819e-25,0.0,False
W03,460.0,240.0,221.29999999999998,1241.0,3.4,1.2018642716535724e-21,0.0013757495407049878,False
W03,460.0,240.0,221.29999999999998,1314.0,3.6,9.587384686123457e-19,0.0019097151601812803,False
W03,460.0,240.0,221.29999999999998,1387.0,3.8,1.680693068436566e-16,0.0036054658272183984,False
W03,460.0,240.0,221.29999999999998,1460.0,4.0,1.02260807106317e-14,0.0,False
W03,460.0,240.0,221.29999999999998,1533.0,4.2,2.887652495639229e-13,0.0,False
W03,460.0,240.0,221.29999999999998,1606.0,4.4,4.592193398230157e-12,0.0,False
W03,460.0,240.0,221.29999999999998,1679.0,4.6,4.7014165474375184e-11,0.0,False
W03,460.0,240.0,221.29999999999998,1752.0,4.8,3.408826144130443e-10,0.0,False
W03,460.0,240.0,221.29999999999998,1825.0,5.0,1.8771169330655053e-09,0.0,False
W03,460.0,240.0,221.29999999999998,1898.0,5.2,8.272375978128776e-09,0.0,False
W03,460.0,240.0,221.29999999999998,1971.0,5.4,3.0368889047545005e-08,7.368359055098369e-05,False
W03,460.0,240.0,221.29999999999998,2044.0,5.6,9.582185046207302e-08,0.0,False
W03,460.0,240.0,221.29999999999998,2117.0,5.8,2.6637736563513077e-07,0.0,False
W03,460.0,240.0,221.29999999999998,2190.0,6.0,6.655189816457704e-07,0.0,False
W03,460.0,240.0,221.29999999999998,2263.0,6.2,1.518595188102287e-06,0.0,False
W03,460.0,240.0,221.29999999999998,2336.0,6.4,3.2065208186633022e-06,0.0,False
W03,460.0,240.0,221.29999999999998,2409.0,6.6,6.332819404905157e-06,0.0008037970119713622,False
W03,460.0,240.0,221.29999999999998,2482.0,6.8,1.1802335994998991e-05,0.0,False
W03,460.0,240.0,221.29999999999998,2555.0,7.0,2.0908636297819993e-05,0.00042536248083878804,False
W03,460.0,240.0,221.29999999999998,2628.0,7.2,3.542611976436998e-05,0.0,False
W03,460.0,240.0,221.29999999999998,2701.0,7.4,5.7702297908349686e-05,0.001389405388692142,False
W03,460.0,240.0,221.29999999999998,2774.0,7.6,9.074551256915262e-05,0.0036710106380790125,False
W03,460.0,240.0,221.29999999999998,2847.0,7.8,0.00013830355927538836,0.0028592698192554463,False
W03,460.0,240.0,221.29999999999998,2920.0,8.0,0.00020492920497426363,0.0,False
W04,560.0,250.0,221.34761904761905,1095.0,3.0,1.9502996962016465e-76,0.0,False
W04,560.0,250.0,221.34761904761905,1168.0,3.2,4.4874920795915466e-63,0.0019993238088217777,False
W04,560.0,250.0,221.34761904761905,1241.0,3.4,1.494805820975661e-53,2.0693640970896656e-05,False
W04,560.0,250.0,221.34761904761905,1314.0,3.6,1.9940891342043978e-46,0.0,False
W04,560.0,250.0,221.34761904761905,1387.0,3.8,6.731734708161949e-41,0.0008379505393119417,False
W04,560.0,250.0,221.34761904761905,1460.0,4.0,1.7372305449630824e-36,0.00023776407124456307,False
W04,560.0,250.0,221.34761904761905,1533.0,4.2,6.922944457722086e-33,0.0,False
W04,560.0,250.0,221.34761904761905,1606.0,4.4,6.805634960442672e-30,0.0,False
W04,560.0,250.0,221.34761904761905,1679.0,4.6,2.2821362638872454e-27,0.0014582485833426273,False
W04,560.0,250.0,221.34761904761905,1752.0,4.8,3.2898603789062946e-25,0.0,False
W04,560.0,250.0,221.34761904761905,1825.0,5.0,2.415474474530385e-23,0.0,False
W04,560.0,250.0,221.34761904761905,1898.0,5.2,1.0256490246976645e-21,0.0002989536819552744,False
W04,560.0,250.0,221.34761904761905,1971.0,5.4,2.7754699129177814e-20,0.0,False
W04,560.0,250.0,221.34761904761905,2044.0,5.6,5.161705314033384e-19,0.0,False
W04,560.0,250.0,221.34761904761905,2117.0,5.8,7.002113712300869e-18,0.0022665352871864596,False
W04,560.0,250.0,221.34761904761905,2190.0,6.0,7.266409194558514e-17,0.0,False
W04,560.0,250.0,221.34761904761905,2263.0,6.2,5.995056405545196e-16,0.0007021075355010438,False
W04,560.0,250.0,221.34761904761905,2336.0,6.4,4.0581709231896905e-15,0.0012080851961056554,False
W04,560.0,250.0,221.34761904761905,2409.0,6.6,2.3132943760690978e-14,0.005129377398524473,True
W04,560.0,250.0,221.34761904761905,2482.0,6.8,1.1347848800929472e-13,0.0,False
W04,560.0,250.0,221.34761904761905,2555.0,7.0,4.878596759151417e-13,0.0011619538781676428,False
W04,560.0,250.0,221.34761904761905,2628.0,7.2,1.866726568532401e-12,0.0011767727055095034,False
W04,560.0,250.0,221.34761904761905,2701.0,7.4,6.4415512000804236e-12,0.0011176426906269914,False
W04,560.0,250.0,221.34761904761905,2774.0,7.6,2.0273700501346545e-11,0.0,False
W04,560.0,250.0,221.34761904761905,2847.0,7.8,5.876848528746163e-11,0.00028121369282757753,False
W04,560.0,250.0,221.34761904761905,2920.0,8.0,1.582333155152939e-10,0.0,False
W05,680.0,260.0,221.38571428571427,1095.0,3.0,4.1717715068473514e-163,0.0,False
W05,680.0,260.0,221.38571428571427,1168.0,3.2,7.266952008922455e-135,0.0,False
W05,680.0,260.0,221.38571428571427,1241.0,3.4,1.0271763862129541e-114,0.00044866750011511407,False
W05,680.0,260.0,221.38571428571427,1314.0,3.6,1.2799431992545768e-99,0.0005864138454161065,False
W05,680.0,260.0,221.38571428571427,1387.0,3.8,6.826770095522157e-88,0.0019703539450960693,False
W05,680.0,260.0,221.38571428571427,1460.0,4.0,1.6002857656374049e-78,0.0,False
W05,680.0,260.0,221.38571428571427,1533.0,4.2,7.255149351770823e-71,0.0,False
W05,680.0,260.0,221.38571428571427,1606.0,4.4,1.7079070267346257e-64,0.0,False
W05,680.0,260.0,221.38571428571427,1679.0,4.6,4.135365274764539e-59,0.0019874242954600026,False
W05,680.0,260.0,221.38571428571427,1752.0,4.8,1.6779971838363586e-54,0.0,False
W05,680.0,260.0,221.38571428571427,1825.0,5.0,1.6320161047469346e-50,0.0026039475893090743,False
W05,680.0,260.0,221.38571428571427,1898.0,5.2,4.975743333019047e-47,0.0,False
W05,680.0,260.0,221.38571428571427,1971.0,5.4,5.838394221337634e-44,0.0008683406195305624,False
W05,680.0,260.0,221.38571428571427,2044.0,5.6,3.092542208303015e-41,0.0,False
W05,680.0,260.0,221.38571428571427,2117.0,5.8,8.387062607440341e-39,0.0,False
W05,680.0,260.0,221.38571428571427,2190.0,6.0,1.2879925166115227e-36,0.001995865894444536,False
W05,680.0,260.0,221.38571428571427,2263.0,6.2,1.2151307156305083e-34,0.0009278097333572145,False
W05,680.0,260.0,221.38571428571427,2336.0,6.4,7.528216765759191e-33,0.0003212520883491407,False
W05,680.0,260.0,221.38571428571427,2409.0,6.6,3.2361731391868475e-31,0.0016457419560489941,False
W05,680.0,260.0,221.38571428571427,2482.0,6.8,1.0105593320558878e-29,0.0,False
W05,680.0,260.0,221.38571428571427,2555.0,7.0,2.3823733524015307e-28,8.754959599340411e-05,False
W05,680.0,260.0,221.38571428571427,2628.0,7.2,4.380515461849712e-27,0.0,False
W05,680.0,260.0,221.38571428571427,2701.0,7.4,6.458880288809721e-26,0.0,False
W05,680.0,260.0,221.38571428571427,2774.0,7.6,7.8204251489599265e-25,0.0,False
W05,680.0,260.0,221.38571428571427,2847.0,7.8,7.936740773039256e-24,0.0,False
W05,680.0,260.0,221.38571428571427,2920.0,8.0,6.872294939367445e-23,6.530588748220449e-05,False
W06,520.0,205.0,221.32857142857142,1095.0,3.0,2.5911490447748612e-55,0.002090453469776794,False
W06,520.0,205.0,221.32857142857142,1168.0,3.2,1.2923148720511231e-45,0.0,False
W06,520.0,205.0,221.32857142857142,1241.0,3.4,1.0421054623950307e-38,0.0,False
W06,520.0,205.0,221.32857142857142,1314.0,3.6,1.5214106860109622e-33,0.0,False
W06,520.0,205.0,221.32857142857142,1387.0,3.8,1.537005674516587e-29,0.0,False
W06,520.0,205.0,221.32857142857142,1460.0,4.0,2.400091686910581e-26,0.0,False
W06,520.0,205.0,221.32857142857142,1533.0,4.2,9.655751907063836e-24,0.0,False
W06,520.0,205.0,221.32857142857142,1606.0,4.4,1.4064611621321275e-21,0.00222082306373419,False
W06,520.0,205.0,221.32857142857142,1679.0,4.6,9.385750446687329e-20,0.002833897112632576,False
W06,520.0,205.0,221.32857142857142,1752.0,4.8,3.3944008812134305e-18,0.0,False
W06,520.0,205.0,221.32857142857142,1825.0,5.0,7.524380959819298e-17,0.0012553408534886513,False
W06,520.0,205.0,221.32857142857142,1898.0,5.2,1.1211428269229914e-15,0.0019972391688829797,False
W06,520.0,205.0,221.32857142857142,1971.0,5.4,1.2049127410961692e-14,0.0019449574806675758,False
W06,520.0,205.0,221.32857142857142,2044.0,5.6,9.866392398747365e-14,0.0015424465889806295,False
W06,520.0,205.0,221.32857142857142,2117.0,5.8,6.427676163082067e-13,0.003989947260879232,False
W06,520.0,205.0,221.32857142857142,2190.0,6.0,3.448810170242364e-12,0.0019473643115720126,False
W06,520.0,205.0,221.32857142857142,2263.0,6.2,1.5673833401402354e-11,0.0,False
W06,520.0,205.0,221.32857142857142,2336.0,6.4,6.173650405307771e-11,0.0,False
W06,520.0,205.0,221.32857142857142,2409.0,6.6,2.147935065417022e-10,0.0,False
W06,520.0,205.0,221.32857142857142,2482.0,6.8,6.706613148885886e-10,0.0006561606644330179,False
W06,520.0,205.0,221.32857142857142,2555.0,7.0,1.9045272170886608e-09,0.0,False
W06,520.0,205.0,221.32857142857142,2628.0,7.2,4.9749018425722846e-09,0.0,False
W06,520.0,205.0,221.32857142857142,2701.0,7.4,1.2069183176419117e-08,0.0,False
W06,520.0,205.0,221.32857142857142,2774.0,7.6,2.741862358595812e-08,0.0018606252839293246,False
W06,520.0,205.0,221.32857142857142,2847.0,7.8,5.874380037438097e-08,0.000443529426113353,False
W06,520.0,205.0,221.32857142857142,2920.0,8.0,1.1942042949457194e-07,0.0,False
W07,520.0,295.0,221.32857142857142,1095.0,3.0,2.3199620112884982e-111,0.0,False
W07,520.0,295.0,221.32857142857142,1168.0,3.2,2.5308128259216254e-92,0.00047149375127019576,False
W07,520.0,295.0,221.32857142857142,1241.0,3.4,9.545562160408926e-79,0.0,False
W07,520.0,295.0,221.32857142857142,1314.0,3.6,1.3964859319928012e-68,0.0024452558864989675,False
W07,520.0,295.0,221.32857142857142,1387.0,3.8,1.0898922839419083e-60,0.0,False
W07,520.0,295.0,221.32857142857142,1460.0,4.0,2.185963537997677e-54,0.0,False
W07,520.0,295.0,221.32857142857142,1533.0,4.2,3.0631758601725343e-49,0.0,False
W07,520.0,295.0,221.32857142857142,1606.0,4.4,5.840450117906138e-45,0.0009017549796510353,False
W07,520.0,295.0,221.32857142857142,1679.0,4.6,2.4033054829576733e-41,0.0036848085011539026,False
W07,520.0,295.0,221.32857142857142,1752.0,4.8,2.967001256749965e-38,0.0017384136112744517,False
W07,520.0,295.0,221.32857142857142,1825.0,5.0,1.3991001537131476e-35,0.0,False
W07,520.0,295.0,221.32857142857142,1898.0,5.2,3.0201850283680958e-33,0.0,False
W07,520.0,295.0,221.32857142857142,1971.0,5.4,3.427524604011275e-31,0.0031344923412623695,False
W07,520.0,295.0,221.32857142857142,2044.0,5.6,2.277314466100475e-29,0.0,False
W07,520.0,295.0,221.32857142857142,2117.0,5.8,9.64361334151955e-28,0.0,False
W07,520.0,295.0,221.32857142857142,2190.0,6.0,2.785611256334184e-26,0.001281020956584972,False
W07,520.0,295.0,221.32857142857142,2263.0,6.2,5.7986353496576775e-25,0.0007778434825885305,False
W07,520.0,295.0,221.32857142857142,2336.0,6.4,9.098455633112787e-24,0.0,False
W07,520.0,295.0,221.32857142857142,2409.0,6.6,1.1167500521027954e-22,0.0007877493457623025,False
W07,520.0,295.0,221.32857142857142,2482.0,6.8,1.1058807986496091e-21,0.00018052788580474036,False
W07,520.0,295.0,221.32857142857142,2555.0,7.0,9.06755005517675e-21,0.00035206200759363014,False
W07,520.0,295.0,221.32857142857142,2628.0,7.2,6.292589256299129e-20,0.0,False
W07,520.0,295.0,221.32857142857142,2701.0,7.4,3.765664692277583e-19,0.0,False
W07,520.0,295.0,221.32857142857142,2774.0,7.6,1.9746153723189286e-18,0.002265911464559575,False
W07,520.0,295.0,221.32857142857142,2847.0,7.8,9.199194909856457e-18,0.0,False
W07,520.0,295.0,221.32857142857142,2920.0,8.0,3.85340096399435e-17,0.0,False
